exercise_name,equipment,mechanics,force,desc,execution,muscle_group,level
Leg Presses:  Seated Leg Press,Lever (plate loaded),Compound,Push,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.,Push platform(s) away by extending knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,Legs,3
Single Leg Squat (plate loaded),Lever (plate loaded),Compound,Push,Stand between handles facing away from fulcrum. Grasp both handles to sides and stand upright. Cross lower leg above knee of supporting leg.,"Bend knees forward slightly while allowing hips to bend back behind, keeping back straight and knees pointed same direction as feet. Squat down as low as possible. Extend knee and hip until leg is straight. Return and repeat. Continue with opposite leg.",Legs,4
Split Squat,Lever (plate loaded),Compound,Push,Stand between lever handles to sides. Place forefoot of one foot on floor to rear and other foot slightly forward. Squat down and grasp handles to sides.,"With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor. Repeat. Continue with opposite leg.",Legs,3
Squat,Lever (plate loaded),Compound,Push,Squat down to place shoulders under padded lever. Place feet shoulder width apart directly under shoulders. Extend knees and hips until legs are straight. Release support lever.,"Lower lever by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.",Legs,3
Squat:  Barbell Machine,Lever (plate loaded),Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar. Disengage bar by rotating bar back.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.",Legs,3
Leg Extension,Lever (selectorized),Isolated,Push,Sit on apparatus with back against padded back support. Place front of lower legs under padded lever. Position knee articulation at same axis as lever fulcrum. Grasp handles to sides for support.,Move lever forward and upward by extending knees until legs are straight. Return lever to original position by bending knees. Repeat.,Legs,2
Leg Presses,Lever (selectorized),Compound,Push,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.,Push platform away by extending knees and hips. Return and repeat.,Legs,3
Leg Presses:  Seated Leg Press,Lever (selectorized),Compound,Push,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.,Push platform away by extending knees and hips. Return and repeat.,Legs,3
Squat,Lever (selectorized),Compound,Push,Squat down to place shoulders under padded lever. Place feet shoulder width apart directly under shoulders.,"Lift lever up by extending knees and hips until legs are straight. Lower lever by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Return and repeat.",Legs,3
V-Squat,Lever (selectorized),Compound,Push,"Position shoulders under shoulder pads with back against back pad. Place feet on platform, shoulder or hip width apart. Squeeze hand lever. Keeping hand lever squeezed, squat down by bending hips and knees until knees or hips are just short of complete flexion. Release hand lever and raise up on sled just slightly until weight stack is engaged (click is heard).",Raise sled by extending knees and hips until legs are straight. Squat down with knees pointed same direction as feet. Descend until knees or hips are near complete flexion. Repeat.,Legs,3
Leg Presses,Sled,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion. Return by extending knees and hips. Repeat.,Legs,3
Leg Presses:  45° Leg Press,Sled,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion. Return by extending knees and hips. Repeat.,Legs,3
Leg Presses:  Lying Leg Press,Sled,Compound,Push,Lie supine on sled with shoulders against pad. Place feet on platform.,Extend hips and knees. Flex hips and knees to descend until knees are just short of complete flexion. Repeat.,Legs,3
Leg Presses:  Seated Leg Press,Sled,Compound,Push,Sit on machine with back on padded support. Place feet on platform. Grasp handles to sides.,Push platform away by extending knees and hips. Return until hips are completely flexed. Repeat.,Legs,3
Squat,Sled,Compound,Push,Position shoulders under padded bars. Place feet shoulder width apart directly under shoulders. Disengage lever brace if available.,"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Raise sled by extending knees and hips until legs are straight. Return and repeat.",Legs,3
Squat:  Hack Squat,Sled,Compound,Push,Lie supine on back pad with shoulders under shoulder pad. Place feet on platform slightly higher than base of sled. Extend hips and knees. Release dock levers.,"To lower sled, bend hips and knees until knees are just short of complete flexion. Raise sled by extending knees and hips. Repeat.",Legs,3
Rear Lunge,Smith,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar. Straighten legs so weight is lifted. Disengage bar by rotating bar back.",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Legs,3
Squat,Smith,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar. Disengage bar by rotating bar back.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.",Legs,3
Single Leg Squat,Weighted,Compound,Push,Stand with arms extended out in front holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body   back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,Legs,5
Rear Lunge,Body Weight,Compound,Push,Stand with arms extended out in front holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body   back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,Legs,3
Lunge,Body Weight,Compound,Push,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.",Legs,3
Single Leg Squat,Body Weight,Compound,Push,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,Legs,5
Single Leg Squat:  Box,Body Weight,Compound,Push,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,Legs,4
Split Squat,Body Weight,Compound,Push,Stand with hands on hips. Position feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Legs,3
Split Squat:  Single Leg Split Squat,Body Weight,Compound,Push,Stand facing away from bench. Extend leg back and place top of foot on bench.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,Legs,4
Squat,Body Weight,Compound,Push,Stand with arms extended forward.,"Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Squat up by extending knees",Legs,3
Step-up,Body Weight,Compound,Push,"Stand facing side of bench, step or platform.","Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.",Legs,3
Step-up:  Step-down,Body Weight,Compound,Push,"Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, slightly forward of straight knee.",Stand on elevated surface by straightening leg and pushing body upward. Step down returning foot off of elevated surface to floor and repeat. Continue with opposite position.,Legs,3
Single Leg Squat (leg wrapped),Self-assisted,Compound,Push,"Place hand on waist high prop or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle.",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,Legs,4
Squat,Self-assisted​�​​​​​,Compound,Push,"Place hand on waist high prop or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle.",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,Legs,3
Step Down,Self-assisted​​​​​​​,Compound,Push,Stand with one foot on bench or elevated surface. Position foot on elevated surface to side slightly forward of straight knee.,Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,Legs,3
Single Leg Squat,Suspended,Compound,Push,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Balance on one leg with opposite leg extended forward off of ground.","Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body back, up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.",Legs,5
Single Leg Split Squat,Suspended,Compound,Push,Grasp one or both suspension trainer handle(s) in lower position. Step and face away from suspension trainers. Balance on one leg while raising foot from behind and slipping single foot in loop(s). Release handle with hand and position leg back so it is supported behind body by suspension trainer. Place hands on hips and maintain balance throughout exercise.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,Legs,4
Glute-Ham Raise,Barbell,Isolated,Pull,"Place ankles between ankle roller pads with feet on vertical platform and position knees on pad with lower thighs against large padded hump. If barbell can safely be placed on horizontal handles, grasp barbell in upright position and place behind shoulders. If barbell is placed on floor, lower torso by extending knees and flexing hips, then position barbell on back of shoulders. Grasp bar to sides.","From lower position, raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Repeat.",Legs,4
Good-morning,Barbell,Isolated,Pull,Position barbell on back of shoulders and grasp bar to sides.,"Keeping back straight, bend hips to lower torso forward until parallel to floor. Raise torso until hips are extended. Repeat.",Legs,3
Hyperextension,Barbell,Compound,Pull,Position thighs prone on large pad and lower leg under padded brace. Place barbell on back of shoulders and grasp bar to sides.,Raise upper body until hip and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,Legs,2
Hyperextension (45°),Barbell,Compound,Pull,Position thighs prone on padding. Hook heels on platform lip or under padded brace. Place barbell on back of shoulders and grasp bar to sides.,Raise upper body until hip and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,Legs,2
Straight-leg Deadlift,Barbell,Compound,Pull,"Stand with shoulder width or narrower stance on shallow platform with feet flat beneath bar. Bend knees and bend over with lower back straight. Grasp barbell with shoulder width overhand or mixed grip, shoulder width or slightly wider. Lift weight to standing position.","With knees straight, lower bar toward top of feet by bending hips. After hips can no longer flex, bend waist as bar approaches top of feet. Lift bar by extending waist and hip until standing upright. Pull shoulders back slightly if rounded. Repeat.",Legs,3
Straight-leg Deadlift:  Straight-back,Barbell,Isolated,Pull,Grasp barbell from rack ordeadliftfrom floor with shoulder width or slightly wider overhand or mixed grip. Stand with shoulder width or narrower stance.,"With knees and back straight, lower bar by bending hips until hamstrings are tight, or just before lower back bends. Lift bar by extending hips until upright. Pull shoulders slightly back at top of lift if rounded. Repeat.",Legs,3
Lying Leg Curl,Cable,Isolated,Pull,Attach two ankle cuffs to low pulley attachment. With cuffs on both ankles lie prone on flat bench with knees just beyond edge of bench. Grip under side or base of bench for support.,Raise ankles to glutes by flexing knees. Lower ankles until knees are straight. Repeat.,Legs,2
Standing Leg Curl,Cable,Compound,Pull,"Attachfoot harnessto low pulley. With foot harness on one ankle, grasp support bar with both hands and step back with other foot. Elbows remain straight to support body. Attached foot is slightly off floor.",Pull cable attachment back by flexing knee until knee is fully flexed. Return by straightening knee to original position and repeat. Continue with opposite leg.,Legs,2
Straight-back Straight-leg Deadlift,Cable,Isolated,Pull,Stand between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.,"With knees and back straight, bow forward by bending hips until hamstrings are tight, or just before lower back bends. Raise body upright by extending hips until standing. Pull shoulders back slightly at top of lift if rounded. Repeat.",Legs,3
Straight-back Straight-leg Deadlift,Dumbbell,Isolated,Pull,Stand with shoulder width or narrower stance. Grasp dumbbells to each side.,"With knees straight, lower dumbbells by bending hips until hamstrings are tight, or just before lower back bends. Lift dumbbells by extending hips until straight. Pull shoulders back slightly at top of lift if rounded. Repeat.",Legs,3
Kneeling Leg Curl,Lever (plate loaded),Isolated,Pull,Mount machine by placing supporting knee on horizontal pad and other leg under roller pad with knee against vertical pad. Grip handles and place forearm on padded arm rest.,Raise ankle to back of thigh by flexing knee. Lower ankle until knee is straight. Repeat. Continue with opposite leg.,Legs,2
Seated Leg Curl,Lever (plate loaded),Isolated,Pull,Sit on apparatus with back against padded back support. Push hand lever to lower leg pads. Place legs in between pads. Release hand lever gradually. Grasp handles to sides with each hand.,Pull lever to back of thighs by flexing knees. Return lever until knees are straight. Repeat.,Legs,2
Straight-back Straight-leg Deadlift,Lever (plate loaded),Isolated,Pull,Stand between lever handles with shoulder width or narrower stance. Squat down and grasp handles to each side. Stand upright with arms straight down to sides.,"With knees and back straight, bow forward by bending hips until hamstrings are tight, or just before lower back bends. Raise body upright by extending hips until standing. Pull shoulders back slightly at top of lift if rounded. Repeat.",Legs,3
Bent-over Leg Curl,Lever (selectorized),Isolated,Pull,"Stand in machine with lower pads behind lower legs, upper pads in front of thighs, and lever fulcrum between knees. Bend over, placing forearms on pads, and grasp handles. Stand with body weight shifted on foot of resting leg and raise foot of exercising leg slightly off of floor or platform.",Raise lever up by bending knee as high as possible. Return lever until knee is straight. Repeat. Continue with opposite leg.,Legs,2
Kneeling Leg Curl,Lever (selectorized),Isolated,Pull,Mount machine by placing supporting knee on horizontal pad and other leg under roller pad with knee against vertical pad. Grip handles and place forearm on padded arm rest.,Raise ankle to back of thigh by flexing knee. Lower ankle until knee is straight. Repeat. Continue with opposite leg.,Legs,2
Lying Leg Curl,Lever (selectorized),Isolated,Pull,"Facing bench, stand between bench and lever pads. Lie prone on bench with knees just beyond edge of bench and lower legs under lever pads. Grasp handles.",Raise lever pad to back of thighs by flexing knees. Lower lever pads until knees are straight. Repeat.,Legs,2
Seated Leg Curl,Lever (selectorized),Isolated,Pull,Sit on apparatus with back against padded back support. Place back of lower legs on top of far padded lever. Secure lap pad on thighs just above knees. Grasp handles on lap support.,Pull far padded lever toward back of thighs by flexing knees. Return lever until knees are straight. Repeat.,Legs,2
Standing Leg Curl,Lever (selectorized),Isolated,Pull,Stand in machine with one or both legs between pads depending upon machine's design. Position exercising leg with lever pad behind lower leg and upper pad in front of lower thigh. Bend over and grasp handles for support if available. Stand with body weight shifted on foot of resting leg and raise foot of exercising leg slightly off of floor or platform.,Pull lever up to back of thigh by flexing knee. Return lever until knee is straight. Repeat. Continue with opposite leg.,Legs,2
Good-morning,Smith,Isolated,Pull,Position bar on back of shoulders. Grasp bar to sides. Disengage bar by rotating bar back.,Bend hips to lower torso forward until parallel to floor. Raise torso until hips are extended. Repeat.,Legs,3
Straight-back Straight-leg Deadlift,Smith,Isolated,Pull,Stand with shoulder width or narrower stance with thigh against bar. Grasp bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back.,"With knees and back straight, lower bar by bending hips until hamstrings are tight, or just before lower back bends. Lift bar by extending hips until straight. Pull shoulders back slightly if rounded. Repeat.",Legs,3
Glute-Ham Raise,Weighted,Isolated,Pull,Stand with shoulder width or narrower stance with thigh against bar. Grasp bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.",Legs,4
Hyperextension,Weighted,Compound,Pull,Position thighs prone on large pad and lower leg under padded bar. Hold weight to chest or behind neck.,Raise upper body until hips and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,Legs,2
Hyperextension (45°),Weighted,Compound,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,Raise upper body until hips and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,Legs,2
Hamstring Raise,Band-assisted,Compound,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,Raise upper body until hips and waist are fully extended. Lower body by bending hips and waist until fully flexed. Repeat.,Legs,3
Glute-Ham Raise,Body Weight,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.",Legs,4
Glute-Ham Raise:  hands behind hips,Body Weight,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.",Legs,4
Single Leg Hanging Hamstring Bridge,Body Weight,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.",Legs,4
Single Leg 45° Hyperextension,Body Weight,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.",Legs,3
Straight Hip Leg Curl (on ball),Body Weight,Isolated,Pull,Position thighs prone on padding. Hook heels under platform lip or padded brace. Hold weight to chest or behind neck.,"From upright position, lower body by straightening knees until body is horizontal. Continue to lower torso by bending hips until body is upside down. Raise torso by extending hips until fully extended. Continue to raise body by flexing knees until body is upright. Repeat.",Legs,3
Inverse Leg Curl,Self-assisted,Isolated,Pull,"Place elevated platform in front of glute-hamstring apparatus. Adjust padded supports and kneel upright in apparatus. Position knees against large roller pad or near-upper side of padded hump (depending on model), ankles between padded supports, and feet on platform.","Lower body with hips straight by slowly straightening knees. Position hands forward, ready to push body weight back up off of surface. Control descent only with hamstrings as low as possible before catching body by quickly placing hands on elevated platform and rapidly pushing off against platform, just enough to assist hamstrings in raising body upward. Return to upright kneeling position and repeat.",Legs,3
Leg Curl,Suspended,Isolated,Pull,"Sit on floor facing suspension trainer in low position. Place heels in loops with soles contacting handles. Lay supine, extend legs out straight, and place arms on floor off to sides. Straighten low back, knees, and hips, raising back and hips off of floor.",Pull heels toward rear end by bending knees and hips simultaneously. Return to original position by straightening knees and hips. Repeat.,Legs,2
Hanging Leg Curl,Suspended,Isolated,Pull,"Sit on floor facing suspension trainer in low position. Place heels in loops with soles contacting handles. Lay supine, extend legs out straight, and place arms on floor off to sides. Straighten low back, knees, and hips, raising back and hips off of floor.",Pull heels toward rear end by bending knees and hips simultaneously. Return to original position by straightening knees and hips. Repeat.,Legs,3
Straight Hip Leg Curl,Suspended,Isolated,Pull,"Sit on floor facing suspension trainer in low position. Place heels in loops with soles contacting handles. Lay supine, extend legs out straight, and place arms on floor off to sides. Straighten low back, knees, and hips, raising back and hips off of floor.","Bend knees, pulling heels toward rear end while keeping hips and low back straight. Raise up until lower legs are vertical or fully flexed. Lower body to original position by straightening knees, maintaining straight hip position. Repeat.",Legs,3
Hip Adduction,Cable,Isolated,Pull,Stand in front of low pulley facing to one side. Attach cable cuff to near ankle. Step out away from stack with wide stance and grasp ballet bar. Stand on far foot and allow near leg to be Pulled toward low pulley.,Move near leg just in front of far leg by abduction hip. Return and repeat. Turn around and continue with opposite leg.,Legs,2
Seated Hip Adduction,Lever (plate loaded),Isolated,Pull,Sit on seat and lift one leg onto padded lever. Lean back onto back pad. Grasp handles attatched to leg levers. Push handles together and raise other leg onto other padded lever. Release leg lever handles and grasp other handles to each side.,Move legs together until leg levers make contact. Allow legs to seperate far apart until slight stretch and repeat.,Legs,2
Seated Hip Adduction,Lever (selectorized),Isolated,Pull,"Sit in machine with legs outside of vertical center pads. If available, place heels on foot bars. Disengage and pull lever brace to position legs apart until slight stretch is felt. Engage lever into locked position. Lie back and grasp bars to sides.",Move legs together. Return and repeat.,Legs,2
Standing Hip Adduction,Lever (selectorized),Isolated,Pull,Adjust platform so lever fulcrum is same height as hip articulation. Adjust roller pad to side position. Face machine and grasp bars to sides. Place inside of thigh on roller pad and remain standing on supporting leg.,Move leg toward and across supporting leg Return and repeat. Reposition roller pad lever and continue with opposite leg.,Legs,2
Lying Hip Adduction,Weighted,Isolated,Pull,"Sit on floor or mat with bar, weight plates loaded on one side. Sit on hip with knees bent and place bar on inside of shoe with weight plate beyond foot. Holding on to opposite end of bar, lie on side with weighted leg extended out straight and upper leg extended behind.",Raise weighted leg up off floor as high as possible while balanciong bar inside of foot and holding onto nearest side of bar. Return to floor and repeat. Repeat and continue with opposite leg.,Legs,2
Standing Calf Raise,Barbell,Isolated,Push,Set barbell on power rack upper chest height with calf block under barbell. Position back of shoulders under barbell with both hands to sides. Position toes and balls of feet on calf block with arches and heels extending off. Lean barbell against rack and raise from supports by extending knees and hips. Support barbell against verticals with both hands to sides.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,2
Standing Calf Raise,Cable,Isolated,Push,Place cable belt or dip belt around waist. Kneel before low pulley and attach belt to cable. Stand on calf block and grasp support bar for balance. Position toes and balls of feet on calf block with arches and heels extending off.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,2
Standing Calf Raise:  One Arm Single Leg Calf Raise,Cable,Isolated,Push,Stand facing low pulley with platform on floor. Bend over and grasp stirrup attachment with one hand. Stand on edge of platform and grasp support bar for balance. Position toes and balls of feet on platform with arches and heels extending off. Lift one leg up off of floor.,Raise heel by extending ankle as high as possible. Lower heel by bending ankle until calf is stretched. Repeat.,Legs,3
Standing Calf Raise,Dumbbell,Isolated,Push,Grasp dumbbell in one hand to side. Position toes and balls of feet on calf block with arches and heels extending off. Place hand on support for balance.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,2
Standing Calf Raise:  Single Leg,Dumbbell,Isolated,Push,Grasp dumbbell in one hand to side. Position toes and balls of feet on calf block with arches and heels extending off. Place hand on support for balance. Lift other leg to rear by bending knee.,Raise heel by extending ankle as high as possible. Lower heel by bending ankle until calf is stretched. Repeat. Continue with opposite leg.,Legs,3
45° Calf Press,Lever (plate loaded),Isolated,Push,Sit on seat with back on padded support. Place feet on platform. Grasp handles to sides and extend hips and knees. Place toes and balls of feet on lower portion of platform with heels and arches extending off.,Push platform by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat.,Legs,3
Calf Extension,Lever (plate loaded),Isolated,Push,Sit on seat and position forefeet on lever platform. Grasp handles to sides and straighten knees.,Push lever by extending ankle as far as possible. Return by bending ankles until calves are stretched. Repeat.,Legs,2
Seated Calf Press,Lever (plate loaded),Isolated,Push,Place seat away from platform. Sit on seat with lower back against back of seat. Place toes and balls of feet on lower portion of platform(s) with heels and arches extending off. Grasp handles to sides and straighten knees.,Push lever platform(s) by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat.,Legs,2
Standing Calf Raise,Lever (plate loaded),Isolated,Push,Place shoulders under padded lever. Position toes and balls of feet on calf block with arches and heels extending off. Grasp handles or sides of padded lever. Stand erect by extending hips and knees.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,2
45° Calf Raise,Lever (selectorized),Isolated,Push,Sit on machine with low back against padding and grasp handles to sides. Position toes and balls of feet on lower portion of platform or foot bar with arches and heels extending off. Straighten knees.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,3
Calf Extension,Lever (selectorized),Isolated,Push,Sit on seat and position forefeet on horizontal foot bar. Grasp handles to sides and straighten knees.,Push lever by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat.,Legs,2
Donkey Calf Raise,Lever (selectorized),Isolated,Push,Position lower back and hips under padded lever. Place forearms on supports. Position toes and balls of feet on calf block with arches and heels extending off. Straighten knees.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,3
Seated Calf Press,Lever (selectorized),Isolated,Push,Place seat away from platform. Sit on seat with lower back against back of seat. Place toes and balls of feet on lower portion of platform with heels and arches extending off. Grasp handles to sides and straighten knees.,Push lever by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat.,Legs,2
Standing Calf Raise,Lever (selectorized),Isolated,Push,Place shoulders under padded lever. Position toes and balls of feet on calf block with arches and heels extending off. Grasp handles or sides of padded lever. Stand erect by extending hips and knees.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,2
45° Calf Press,Sled,Isolated,Push,Sit on seat with back on padded support. Place feet on platform. Grasp handles to sides and extend hips and knees. Place toes and balls of feet on lower portion of platform with heels and arches extending off.,Push sled by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat.,Legs,3
45° Calf Raise,Sled,Isolated,Push,Sit on machine with lower back against padding and grasp handles to sides. Position toes and balls of feet on foot platform with arches and heels extending off. Straighten knees.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,3
Donkey Calf Raise,Sled,Isolated,Push,Position lower back and hips under upper pad. Place forearms on supports. Position toes and balls of feet on calf block with arches and heels extending off. Straighten knees.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,3
Lying Calf Press,Sled,Isolated,Push,Position sled away from platform. Lie supine on sled with shoulders against pad and place feet on platform. Grasp handles to sides and straighten knees. Place toes and balls of feet on lower portion of platform with heels and arches extending off.,Push sled away from platform by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat.,Legs,2
Seated Calf Press,Sled,Isolated,Push,Place seat away from platform. Sit on seat and place feet on platform. Grasp handles to sides and extend hips and knees. Place toes and balls of feet on lower portion of platform with heels and arches extending off.,Push sled by extending ankles as far as possible. Return by bending ankles until calves are stretched. Repeat.,Legs,2
Standing Calf Raise,Sled,Isolated,Push,Place shoulders under padded bars. Position toes and balls of feet on calf block with arches and heels extending off. Grasp handles or sides of padded bars. Stand erect by extending hips and knees.,Raise heels by extending ankles as high as possible. Lower heels by bending ankles until calves are stretched. Repeat.,Legs,2
